Product_Package,SKU,Images,Name,Original_Price,Discount_Price,Category,Gender,Shirt,Shirt_Color,Shirt_Fabric,Trouser,Trouser_Color,Trouser_Fabric,Dupatta,Dupatta_Color,Dupatta_Fabric,Linning,Linning_Color,Lining_Fabric,Item_Type,Item_Color,Item_Fabric,Item_Material,Item_Size,Bag_Capacity,Perfume_Notes,Watch_Movement,Description
3 Piece,KSY-U7022,https://res.cloudinary.com/dzo11laml/image/upload/v1751975611/3_piece_Blue_Viscose_894_v6k4bb.png,Blue Viscose Tunic,15651,13600.0,Lawn Suits,Female,Yes,Blue,Viscose,Yes,Blue,Viscose,Yes,Blue,Slub,Yes,Off-White,Cotton,"Dupatta, Shirt, Trouser",,,"Slub, Viscose",,,,,Elegant Blue Viscose Shirt design for casual and formal wear.
1 Piece,KSY-M1222,https://res.cloudinary.com/dzo11laml/image/upload/v1751975970/white_wash_wear_pants_hzjkfm.png,White Wash & Wear Pants,15540,,Men's Trousers,Male,,,,Yes,White,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,"Premium quality White Wash & Wear Pants fabric, breathable and stylish."
Single,KSY-W1040,https://res.cloudinary.com/dzo11laml/image/upload/v1751975687/Black_tote_bag_a43zi5.png,Black Tote Bag,6865,,Bags,Unisex,,,,,,,,,,,,,Tote Bag,Black,Leather,Nylon,,Large,,,An elegant Tote Bag for evening events.
2 Piece,KSY-U7688,https://res.cloudinary.com/dzo11laml/image/upload/v1751975626/beige_chiffon_2_piece_abz9pl.png,Beige Chiffon Tunic,6342,4700.0,2 piece,Female,Yes,Beige,Chiffon,Yes,White,Viscose,,,,,,,"Shirt, Trouser",,,"Chiffon, Viscose",,,,,Timeless Beige Chiffon Tunic style with modern embellishments.
1 Piece,KSY-M8727,https://res.cloudinary.com/dzo11laml/image/upload/v1751975871/navy_blue_denim_trousers_msci6m.png,Navy Blue Denim Trousers,6597,4800.0,Men's Trousers,Male,,,,Yes,Navy,Denim,,,,,,,Trouser,,,Denim,,,,,"Comfortable Navy Denim Trousers, ideal for everyday wear."
2 Piece,KSY-U5859,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/Beige_2_piece_lawn_ttpbtv.png,Beige Lawn 2 piece,10331,,2 piece,Female,Yes,Beige,Lawn,Yes,Beige,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Beige Lawn Tunic fabric, ideal for summer."
1 Piece,KSY-M4812,https://res.cloudinary.com/dzo11laml/image/upload/v1751975868/maroon_viscose_shirt_cfls4j.png,Maroon Viscose Tunic,12431,,Shirts,Female,Yes,Maroon,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,Timeless Maroon Viscose Kurta style with modern embellishments.
2 Piece,KSY-W3486,https://res.cloudinary.com/dzo11laml/image/upload/v1751975875/orange_2_piece_cotton_pnyqih.png,Orange Cotton Kurta,2376,,Unstitched,Female,Yes,Orange,Cotton,,,,Yes,Chiffon,Orange,,,,"Dupatta, Shirt",,,"Cotton, Orange",,,,,"A vibrant Orange Cotton Kurta with printed chiffon dupatta, perfect for festive occasions."
2 Piece,KSY-U8968,https://res.cloudinary.com/dzo11laml/image/upload/v1751975875/navy_denim_kurta_kttrus.png,Navy Blue Denim Kurta,14731,10000.0,Men's Shalwar Kameez,Male,Yes,Navy Blue,Denim,Yes,White,Cotton,,,,,,,"Shirt, Trouser",,,"Cotton, Denim",,,,,Tailored Navy Denim Kurta with a modern fit.
1 Piece,KSY-M3995,https://res.cloudinary.com/dzo11laml/image/upload/v1751975913/purple_lawn_shirt_pzdhzd.png,Purple Lawn Shirt,10700,9000.0,Unstitched,Female,Yes,Purple,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,Timeless Purple Lawn Kurta style with modern embellishments.
1 Piece,KSY-M3479,https://res.cloudinary.com/dzo11laml/image/upload/v1751975871/navy_blue_linen_kurta_l8kamd.png,Navy Blue Linen Kurta,15837,,Men's Shirts,Male,Yes,Navy Blue,Linen,,,,,,,,,,Shirt,,,Linen,,,,,"Premium quality Navy Blue Linen Kurta fabric, breathable and stylish."
2 Piece,KSY-W6207,https://res.cloudinary.com/dzo11laml/image/upload/v1751975907/printed_pink_2_piece_viscose_vey2h8.png,Printed Pink Viscose Tunic,9990,8600.0,Ready To Wear,Female,Yes,Pink,Viscose,Yes,Pink,Viscose,,,,,,,"Shirt, Trouser",,,Viscose,,,,,Timeless Printed Pink Viscose Tunic style with modern embellishments.
Single,KSY-M3609,https://res.cloudinary.com/dzo11laml/image/upload/v1751975826/Female_Black_Backpack_eqwvg4.png,Female Black Backpack,8099,,Handbags,Female,,,,,,,,,,,,,Backpack,Black,Leather,Metal,,Medium,,,"A spacious Backpack, ideal for daily essentials."
1 Piece,KSY-W9192,https://res.cloudinary.com/dzo11laml/image/upload/v1751975948/Turquoise_Organza_907_wkslxf.png,Turquoise Organza Tunic,13175,,Shirts,Female,Yes,Turquoise,Organza,,,,,,,,,,Shirt,,,Organza,,,,,"Lightweight and breathable Turquoise Organza Kurta fabric, ideal for summer."
3 Piece,KSY-M5829,https://res.cloudinary.com/dzo11laml/image/upload/v1751975612/3_piece_maroon_organza_dr4d62.png,Maroon Organza 3 piece,11841,,Lawn Suits,Female,Yes,Maroon,Organza,Yes,Maroon,Viscose,Yes,Maroon,Organza,Yes,Maroon,Silk,"Dupatta, Shirt, Trouser",,,"Organza, Viscose",,,,,Elegant Maroon Organza Tunic design for casual and formal wear.
Pair,KSY-W1292,https://res.cloudinary.com/dzo11laml/image/upload/v1751975901/Pink_Sandals_female_i8sp0y.png,Female Pink Dress Shoe,19705,,Sandals,Female,,,,,,,,,,,,,Dress Shoe,Pink,Synthetic,Canvas,10,,,,Versatile Dress Shoe for both casual and semi-formal events.
3 Piece,KSY-U1945,https://res.cloudinary.com/dzo11laml/image/upload/v1751975917/red_chiffon_3_piece_black_strips_tdyscs.png,Red Chiffon Tunic,12085,,3 Piece Suits,Female,Yes,Red,Chiffon,Yes,Red,Cotton,Yes,Black,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Cotton",,,,,"Lightweight and breathable Red Chiffon Shirt fabric, ideal for summer."
,KSY-U7217,https://res.cloudinary.com/dzo11laml/image/upload/v1751975927/Rose_Gold_Earings_tlom9z.png,Rose Gold Earrings,3136,,Accessories,Female,,,,,,,,,,,,,Earrings,Rose Gold,,Zircon,,,,,Sparkling Earrings for a glamorous look.
1 Piece,KSY-W5844,https://res.cloudinary.com/dzo11laml/image/upload/v1751975898/Pink_lawn_shirt_efv6s5.png,Pink Lawn Shirt,10417,8700.0,Lawn Shirt,Female,Yes,Pink,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,"A vibrant Pink Lawn Kurta with intricate embroidery, perfect for festive occasions."
Pair,KSY-U9874,https://res.cloudinary.com/dzo11laml/image/upload/v1751975812/brown_sneakers_r4oioz.png,Brown Sneakers,5385,,Sneakers,Male,,,,,,,,,,,,,Sneakers,Brown,Rubber,Leather,7,,,,"Casual Sneakers, perfect for non-formal occasions."
1 Piece,KSY-U3667,https://res.cloudinary.com/dzo11laml/image/upload/v1751975615/101_n3rkhn.png,Purple Viscose Tunic,8325,7200.0,Ready To Wear,Female,Yes,Purple,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,"A vibrant Purple Viscose Shirt with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-W9314,https://res.cloudinary.com/dzo11laml/image/upload/v1751975615/102_retrdv.png,Cream Silk Shirt,11003,,Shirts,Female,Yes,Cream,Silk,Yes,Maroon,Khaddar,,,,,,,"Shirt, Trouser",,,"Khaddar, Silk",,,,,Elegant Cream Silk Tunic design for casual and formal wear.
2 Piece,KSY-M7131,https://res.cloudinary.com/dzo11laml/image/upload/v1751975615/103_pkstmn.png,Black Organza Tunic,12009,,Shirts,Female,Yes,Black,Organza,Yes,Blue,Silk,,,,,,,"Shirt, Trouser",,,"Organza, Silk",,,,,"A vibrant Black Organza Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-U2721,https://res.cloudinary.com/dzo11laml/image/upload/v1751975615/104_ti3jmk.png,Orange Khaddar Kurta,6347,,Unstitched,Female,Yes,Orange,Khaddar,,,,,,,Yes,Off-White,Silk,Shirt,,,Khaddar,,,,,Elegant Orange Khaddar Shirt design for casual and formal wear.
2 Piece,KSY-W7300,https://res.cloudinary.com/dzo11laml/image/upload/v1751975922/Red_organza_shirt_zz3xaz.png,Red Organza Shirt,19991,14500.0,Shirts,Female,Yes,Red,Organza,Yes,Orange,Cotton,,,,Yes,White,Silk,"Shirt, Trouser",,,"Cotton, Organza",,,,,"Lightweight and breathable Red Organza Kurta fabric, ideal for summer."
2 Piece,KSY-U4302,https://res.cloudinary.com/dzo11laml/image/upload/v1751975616/106_nrteeu.png,Green Denim Shirt,7988,,Men's Shirts,Male,Yes,Green,Denim,,,,,,,,,,Shirt,,,Denim,,,,,"Comfortable Green Denim Shirt, ideal for everyday wear."
Single,KSY-W1230,https://res.cloudinary.com/dzo11laml/image/upload/v1751975834/Female_grey_crossbody_bag_yvlflf.png,Female Grey Crossbody Bag,10513,,Bags,Female,,,,,,,,,,,,,Crossbody Bag,Grey,Nylon,Leather,,Large,,,"Durable Crossbody Bag material, perfect for everyday use."
1 Piece,KSY-U9872,https://res.cloudinary.com/dzo11laml/image/upload/v1751975616/108_k1fl31.png,Purple Cotton Kurta,3103,,3 Piece Suits,Female,Yes,Purple,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Elegant Purple Cotton Tunic design for casual and formal wear.
Pair,KSY-M6176,https://res.cloudinary.com/dzo11laml/image/upload/v1751975616/109_zh9lz0.png,Unisex Grey Shoe,5423,3800.0,Sneakers,Unisex,,,,,,,,,,,,,Loafers,Grey,Suede,Suede,9,,,,"Comfy Shoes, perfect for casual occasions."
3 Piece,KSY-M8784,https://res.cloudinary.com/dzo11laml/image/upload/v1751975616/110_nmp7rr.png,Black Chiffon Kurta,6405,,Lawn Suits,Female,Yes,Black,Chiffon,Yes,White,Silk,Yes,Turquoise,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Silk",,,,,"A vibrant Black Chiffon Kurta with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-U5406,https://res.cloudinary.com/dzo11laml/image/upload/v1751975616/111_wy9uvr.png,Red Silk Tunic,11838,,3 Piece Suits,Female,Yes,Red,Silk,Yes,Red,Viscose,,,,,,,"Shirt, Trouser",,,"Silk, Viscose",,,,,Elegant Red Silk Shirt design for casual and formal wear.
2 Piece,KSY-M3798,https://res.cloudinary.com/dzo11laml/image/upload/v1751975617/112_clz7kb.png,Turquoise Viscose Tunic,13413,9000.0,Ready To Wear,Female,Yes,Turquoise,Viscose,Yes,Blue,Denim,,,,,,,"Shirt, Trouser",,,"Denim, Viscose",,,,,"A vibrant Turquoise Viscose Kurta with intricate embroidery, perfect for festive occasions."
,KSY-M7952,https://res.cloudinary.com/dzo11laml/image/upload/v1751975617/113_d5wzzy.png,Male Eau de Toilette,14437,11700.0,Perfumes,Male,,,,,,,,,,,,,Eau de Toilette,Clear,,,,,"Top: Fresh, Green; Heart: Herbal, Mint; Base: Earthy, Vetiver",,A refreshing Eau de Toilette for all-day freshness.
1 Piece,KSY-W2753,https://res.cloudinary.com/dzo11laml/image/upload/v1751975617/114_e0o6mb.png,White Silk Kurta,17160,,Ready To Wear,Female,Yes,White,Silk,,,,,,,Yes,White,Silk,Shirt,,,Silk,,,,,"Lightweight and breathable White Silk Kurta fabric, ideal for summer."
3 Piece,KSY-M2181,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/Apple_Green_Silk_Shirt_j7ibmk.png,Green Silk Tunic,18736,13100.0,2 Piece Suits,Female,Yes,Green,Silk,Yes,Pink,Khaddar,Yes,Maroon,Silk,,,,"Dupatta, Shirt, Trouser",,,"Khaddar, Silk",,,,,Elegant Green Silk Shirt design for casual and formal wear.
1 Piece,KSY-W9429,https://res.cloudinary.com/dzo11laml/image/upload/v1751975618/115_kj2eg8.png,Navy Blended Shirt,6061,,Men's Shirts,Male,Yes,Navy,Blended,,,,,,,,,,Shirt,,,Blended,,,,,Tailored Navy Blended Shirt with a modern fit.
Single,KSY-M7216,https://res.cloudinary.com/dzo11laml/image/upload/v1751975617/116_gxsbcz.png,Black Backpack,2236,,Bags,Unisex,,,,,,,,,,,,,Backpack,Black,Jute,Jute,,Small,,,An elegant Backpack for evening events.
2 Piece,KSY-M9403,https://res.cloudinary.com/dzo11laml/image/upload/v1751975822/Cream_Silk_Shirt_117_kxxzyn.png,Cream Silk Shirt,4828,3600.0,3 Piece Suits,Female,Yes,Cream,Silk,Yes,Green,Viscose,,,,,,,"Shirt, Trouser",,,"Silk, Viscose",,,,,"Lightweight and breathable Cream Silk Shirt fabric, ideal for summer."
1 Piece,KSY-W3581,https://res.cloudinary.com/dzo11laml/image/upload/v1751975618/118_bhyaqa.png,Orange Cotton Tunic,10481,,Shirts,Female,Yes,Orange,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Luxurious Orange Cotton Tunic material for a sophisticated look.
1 Piece,KSY-W9435,https://res.cloudinary.com/dzo11laml/image/upload/v1751975618/119_s8zu1m.png,Red Khaddar Kurta,18595,,2 Piece Suits,Female,Yes,Red,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Timeless Red Khaddar Tunic style with modern embellishments.
2 Piece,KSY-W2998,https://res.cloudinary.com/dzo11laml/image/upload/v1751975618/120_orpozl.png,Turquoise Viscose Shirt,15376,,3 Piece Suits,Female,Yes,Turquoise,Viscose,Yes,Turquoise,Silk,,,,,,,"Shirt, Trouser",,,"Silk, Viscose",,,,,Luxurious Turquoise Viscose Kurta material for a sophisticated look.
1 Piece,KSY-M6196,https://res.cloudinary.com/dzo11laml/image/upload/v1751975618/121_zndmv0.png,Black Blended Shirt,5238,,Men's Shalwar Kameez,Male,Yes,Black,Blended,Yes,Sky Blue,Blended,,,,,,,"Shirt, Trouser",,,Blended,,,,,"Comfortable Black Blended Shirt, ideal for everyday wear."
2 Piece,KSY-W4750,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/122_r15yz0.png,Purple Organza Shirt,7554,,2 Piece Suits,Female,Yes,Purple,Organza,Yes,Orange,Silk,,,,,,,"Shirt, Trouser",,,"Organza, Silk",,,,,"A vibrant Purple Organza Shirt with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-M9771,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/123_xifhgw.png,Navy Cotton Shirt,14929,,Men's Shirts,Male,Yes,Navy,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"Premium quality Navy Cotton Shirt fabric, breathable and stylish."
Pair,KSY-U6936,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/124_llrhdx.png,Female Navy Loafer,8071,,Sneakers,Female,,,,,,,,,,,,,Loafer,Navy,Leather,Suede,9,,,,Comfortable and stylish Loafer for all-day wear.
,KSY-U3501,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/125_zuhabt.png,Female Rose Gold Smartwatch,6938,,Watches,Female,,,,,,,,,,,,,Smartwatch,Rose Gold,Leather,Silicone,One Size,,,Manual Wind,Durable Smartwatch material for everyday use.
1 Piece,KSY-M7896,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/126_wldpwj.png,Sky Blue Wool Blend Trousers,9308,,Men's Trousers,Male,,,,Yes,Sky Blue,Wool Blend,,,,,,,Trouser,,,Wool Blend,,,,,Versatile Sky Blue Wool Blend Trousers for both casual and semi-formal events.
2 Piece,KSY-W6579,https://res.cloudinary.com/dzo11laml/image/upload/v1751975619/127_elt2vw.png,Grey Wash & Wear Trousers,2403,,Men's Trousers,Male,,,,Yes,Grey,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,Tailored Grey Wash & Wear Trousers with a modern fit.
1 Piece,KSY-W3632,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/128_rxzazx.png,Yellow Lawn Kurta,3996,,Lawn Suits,Female,Yes,Yellow,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,Luxurious Yellow Lawn Tunic material for a sophisticated look.
2 Piece,KSY-U8652,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/129_vm9jj5.png,White Organza Tunic,4529,3900.0,Ready To Wear,Female,Yes,White,Organza,Yes,Maroon,Chiffon,,,,Yes,White,Silk,"Shirt, Trouser",,,"Chiffon, Organza",,,,,Elegant White Organza Tunic design for casual and formal wear.
1 Piece,KSY-U2645,https://res.cloudinary.com/dzo11laml/image/upload/v1751975905/Pink_viscose_shirt_yz4hnd.png,Pink Viscose Shirt,9163,,Shirts,Female,Yes,Pink,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,"A vibrant Pink Viscose Shirt with intricate embroidery, perfect for festive occasions."
Single,KSY-M8111,https://res.cloudinary.com/dzo11laml/image/upload/v1751975850/Grey_clutch_cp9b9o.png,Grey Clutch,11110,,Handbags,Unisex,,,,,,,,,,,,,Clutch,Grey,Faux Leather,Leather,,Large,,,An elegant Clutch for evening events.
1 Piece,KSY-M2007,https://res.cloudinary.com/dzo11laml/image/upload/v1751975689/Black_wash_wear_pant_pi2c1b.png,Black Wash & Wear Pants,2497,,Men's Pants,Male,,,,Yes,Black,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,Versatile Black Wash & Wear Trousers for both casual and semi-formal events.
3 Piece,KSY-U6739,https://res.cloudinary.com/dzo11laml/image/upload/v1751975822/cream_organza_3_Piece_ibjtnm.png,Cream Organza Shirt,14568,,Ready To Wear,Female,Yes,Cream,Organza,Yes,Cream,Organza,Yes,Cream,Organza,,,,"Dupatta, Shirt, Trouser",,,Organza,,,,,"Lightweight and breathable Cream Organza Shirt fabric, ideal for summer."
1 Piece,KSY-U9957,https://res.cloudinary.com/dzo11laml/image/upload/v1751975966/white_linen_pants_male_q63wt1.png,White Linen Pants,6145,4800.0,Men's Trousers,Male,,,,Yes,White,Linen,,,,,,,Trouser,,,Linen,,,,,A classic White Linen Pants for a sharp professional look.
3 Piece,KSY-U6829,https://res.cloudinary.com/dzo11laml/image/upload/v1751975627/Black_chiffon_3_piece_fggmlq.png,Black Chiffon Shirt,17540,15300.0,3 Piece Suits,Female,Yes,Black,Chiffon,Yes,Black,Visose,Yes,Black,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Visose",,,,,Timeless Black Chiffon Tunic style with modern embellishments.
1 Piece,KSY-M3913,https://res.cloudinary.com/dzo11laml/image/upload/v1751975822/cream_silk_shirt_j0esuk.png,Cream Silk Shirt,12082,,Shirts,Female,Yes,Cream,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"Lightweight and breathable Cream Silk Tunic fabric, ideal for summer."
1 Piece,KSY-W5383,https://res.cloudinary.com/dzo11laml/image/upload/v1751975809/Brown_Denim_Shirt_lyzmdw.png,Brown Denim Shirt,2800,,Men's Shalwar Kameez,Male,Yes,Brown,Denim,Yes,Grey,Linen,,,,,,,"Shirt, Trouser",,,"Denim, Linen",,,,,"Premium quality Brown Denim Shirt fabric, breathable and stylish."
3 Piece,KSY-M3999,https://res.cloudinary.com/dzo11laml/image/upload/v1751975891/Orange_viscose_2_piece_571_znj4ef.png,Orange Viscose Shirt,16620,,3 Piece Suits,Female,Yes,Orange,Viscose,Yes,Orange,Viscose,Yes,Orange,Viscose,,,,"Dupatta, Shirt, Trouser",,,Viscose,,,,,"A vibrant Orange Viscose Tunic with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-U8068,https://res.cloudinary.com/dzo11laml/image/upload/v1751975865/Maroon_khaddar_Shirt_imfk4e.png,Maroon Khaddar 2 Piece,4694,,Ready To Wear,Female,Yes,Maroon,Khaddar,Yes,Maroon,Khaddar,,,,,,,"Shirt, Trouser",,,Khaddar,,,,,Luxurious Maroon Khaddar Kurta material for a sophisticated look.
2 Piece,KSY-W5522,https://res.cloudinary.com/dzo11laml/image/upload/v1751975685/Black_Lawn_Shirt_yn1bbk.png,Black Lawn Shirt,13118,,Lawn Suits,Female,Yes,Black,Lawn,Yes,Black,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Black Lawn Kurta fabric, ideal for summer."
1 Piece,KSY-U2807,https://res.cloudinary.com/dzo11laml/image/upload/v1751975933/sky_blue_blended_kurta_oymcze.png,Sky Blue Wool Blend Kurta,13520,,Men's Shirts,Male,Yes,Sky Blue,Wool Blend,,,,,,,,,,Shirt,,,Wool Blend,,,,,"Premium quality Sky Blue Wool Blend Kurta fabric, breathable and stylish."
1 Piece,KSY-M2614,https://res.cloudinary.com/dzo11laml/image/upload/v1751975691/Blue_Chiffon_maxi_y3zfbg.png,Blue Chiffon Maxi,15951,14000.0,Maxi,Female,Yes,Blue,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,"A vibrant Blue Chiffon Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W8886,https://res.cloudinary.com/dzo11laml/image/upload/v1751975886/Orange_organza_shirt_646_hoh2hc.png,Orange Organza Shirt,5850,,Shirts,Female,Yes,Orange,Organza,,,,,,,Yes,White,Cotton,Shirt,,,Organza,,,,,Luxurious Orange Organza Tunic material for a sophisticated look.
1 Piece,KSY-M5247,https://res.cloudinary.com/dzo11laml/image/upload/v1751975909/Purple_cotton-viscose_shirt_w9tbzs.png,Purple Cotton-Viscose Shirt,5535,4900.0,Unstitched,Female,Yes,Purple,Cotton-Viscose,,,,,,,Yes,White,Cotton,Shirt,,,Cotton-Viscose,,,,,"Lightweight and breathable Purple Viscose Tunic fabric, ideal for summer."
1 Piece,KSY-U8969,https://res.cloudinary.com/dzo11laml/image/upload/v1751975969/white_wash_wear_kurta_sytysx.png,White Wash & Wear Kurta,14280,10600.0,Men's Shirts,Male,Yes,White,Wash & Wear,,,,,,,,,,Shirt,,,Wash & Wear,,,,,Tailored White Wash & Wear Kurta with a modern fit.
1 Piece,KSY-U2267,https://res.cloudinary.com/dzo11laml/image/upload/v1751975934/Sky_blue_linen_kurta_146_hfn5x7.png,Sky Blue Linen Shirt,6846,,Men's Shalwar Kameez,Male,Yes,Sky Blue,Linen,Yes,Sky Blue,Cotton,,,,,,,"Shirt, Trouser",,,"Cotton, Linen",,,,,Tailored Sky Blue Linen Shirt with a modern fit.
,KSY-U7980,https://res.cloudinary.com/dzo11laml/image/upload/v1751975832/Female_Eau_De_Parfum_ysly7x.png,Female Cologne,15669,,Perfumes,Female,,,,,,,,,,,,,Cologne,Clear,,,,,"Top: Spice, Leather; Heart: Woody, Tobacco; Base: Amber, Vanilla",,A light and invigorating Cologne for everyday use.
3 Piece,KSY-W3939,https://res.cloudinary.com/dzo11laml/image/upload/v1751975848/Green_organza_3_piece_ahnuhy.png,Green Organza 3-piece,14045,,Ready To Wear,Female,Yes,Green,Organza,Yes,Green,Silk,Yes,Green,Organza,Yes,Off-White,Cotton,"Dupatta, Shirt, Trouser",,,"Organza, Silk",,,,,"A vibrant Green Organza Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-U5488,https://res.cloudinary.com/dzo11laml/image/upload/v1751975687/Black_silk_shirt_vfgjnd.png,Black Silk Shirt,5391,3600.0,Shirts,Female,Yes,Black,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"Lightweight and breathable Black Silk Tunic fabric, ideal for summer."
1 Piece,KSY-M2343,https://res.cloudinary.com/dzo11laml/image/upload/v1751975685/Black_lawn_Shirt_186_nwrqx4.png,Black Lawn Shirt,4008,,Black Lawn Shirt,Female,Yes,Black,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,"A vibrant Black Lawn Tunic with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W1816,https://res.cloudinary.com/dzo11laml/image/upload/v1751975865/Maroon_Khaddar_Shirt_151_tg7odg.png,Maroon Khaddar Shirt,5702,,Shirts,Female,Yes,Maroon,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Timeless Maroon Khaddar Shirt style with modern embellishments.
3 Piece,KSY-W7415,https://res.cloudinary.com/dzo11laml/image/upload/v1751975908/Purple_chiffon_3_piece_bjj3fk.png,Purple Chiffon Kurta,13471,,3 Piece Suits,Female,Yes,Purple,Chiffon,Yes,Purple,Crushed Chiffon,Yes,Purple,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Crushed Chiffon",,,,,"Lightweight and breathable Purple Chiffon Shirt fabric, ideal for summer."
1 Piece,KSY-U1302,https://res.cloudinary.com/dzo11laml/image/upload/v1751975864/Maroon_cotton_shirt_674_bgggdh.png,Maroon Cotton Shirt,17671,,Unstitched,Female,Yes,Maroon,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"A vibrant Maroon Cotton Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W2457,https://res.cloudinary.com/dzo11laml/image/upload/v1751975821/Cream_lawn_Shirt_rkxzcm.png,Cream Lawn Kurta,5541,,Ready To Wear,Female,Yes,Cream,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,Timeless Cream Lawn Kurta style with modern embellishments.
